"id","title","description","link"
750,Preparation Certification Professional Scrum Product Owner I (PSPO I),"<span style=""color: rgb(0, 0, 0); background-color: rgb(255, 255, 255);"">Professional Scrum Product Owners merupakan individu yang dapat menunjukkan pengetahuan dan pemahaman yang baik akan Scrum dan peran Product Owner serta memiliki kemampuan untuk mengaplikasikan pemahaman tersebut dalam kehidupan. Sertifikasi PSPO memastikan dan membantu individu untuk memiliki pengetahuan yang dibutuhkan untuk mencapai keterampilan pengaplikasian tersebut.<br><span style=""color: rgb(0, 0, 0); background-color: rgb(255, 255, 255);"">PSPO I memberikan Anda kesempatan untuk bisa memvalidasi dan melakukan sertifikasi atas pemahaman akan peran sebagai Product Owner dan bagaimana Anda merespon terhadap situasi dan tantangan di kehidupan nyata.",https://mydigilearn.id/courses/750/preparation-certification-professional-scrum-product-owner-i-pspo-i
774,Human Capital IT Tools,"<span style=""color: rgb(0, 0, 0); background-color: rgb(255, 255, 255);"">Pada course ini akan dikenalkan berbagai tools IT terkait dengan Human Capital yang digunakan di Telkom Indonesia. ",https://mydigilearn.id/courses/774/human-capital-it-tools
376,Data Visualization in R,"Data Visualization in R adalah materi e-learning yang membahas mengenai visualisasi data menggunakan bahasa pemrograman R. Visualisasi data adalah teknik yang digunakan untuk representasi grafis dari data. Dengan menggunakan elemen seperti scatter plots, charts, graphs, histograms, maps, dll, sehingga penyampaian informasi data dapat lebih mudah dipahami. Lebih mudah bagi otak manusia untuk memahami dan menyimpan informasi ketika direpresentasikan dalam bentuk gambar. Pemrograman R menyediakan seperangkat alat yang komprehensif seperti fungsi bawaan dan berbagai paket untuk melakukan analisis data, merepresentasikan data, dan membangun visualisasi.",https://mydigilearn.id/courses/376/data-visualization-in-r
377,Quiz 1 Negotiation BP4,"",https://mydigilearn.id/courses/377/Quiz-1-Negotiation-BP4
490,The New Horizon of Data Science,The New Horizon of Data Science,https://mydigilearn.id/courses/490/the-new-horizon-of-data-science
557,Pre Test The Digital Era		,,https://mydigilearn.id/courses/557/pre-test-the-digital-era
558,Post Test The Digital Era		,,https://mydigilearn.id/courses/558/post-test-the-digital-era
865,"Pengembangan Spiritual Islam: Muslim Paripurna, Pekerja Inovatif Ber-AKHLAK","<span style=""color: rgb(0, 0, 0)"">Seri e-learning Pengembangan Spiritual Islam terkait bagaimana menjadi Muslim Paripurna, Pekerja Inovatif Ber-AKHLAK",https://mydigilearn.id/courses/865/pengembangan-spiritual-islam-muslim-paripurna-pekerja-inovatif-ber-akhlak
912,SME Assistant for TREG,"<span style=""color: rgb(0, 0, 0)"">Selamat Datang pada Self Learning SME Assistant for Treg.<br>Pada Self Learning ini, peserta akan diberikan materi terkait :<br>1. Indibiz B2B Product<br>2. <span>Antares<span style=""color: rgb(0, 0, 0)""><br>3. <span style=""color: rgb(31, 31, 31)"">BigBox<span style=""color: rgb(0, 0, 0)""><br>4. indibizPAY<br>5. Netmonk<span style=""color: rgb(0, 0, 0)""><br>Selamat Belajar!",https://mydigilearn.id/courses/912/sme-assistant-for-treg
926,Respectful Workplace (RWP),"Meningkatkan awareness karyawan&nbsp;untuk menerapkan Respectful Workplace, sehingga bersama-sama menciptakan lingkungan kerja yang bebas dari diskriminasi, kekerasan dan pelecehan&nbsp; dalam rangka menciptakan lingkungan kerja yang inklusif, menghormati keberagaman, menghargai kesetaraan, serta menjunjung tinggi hak asasi manusia.<br><br>Materi dapat didownload pada link berikut: <br><a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""linkEditor"" href=""https://bit.ly/PlaybookRWP"">https://bit.ly/PlaybookRWP</a>",https://mydigilearn.id/courses/926/respectful-workplace-rwp
477,Introduction to HTML,"Introduction to HTML adalah materi e-learning yang mempelajari bahasa pembuatan website dan merupakan langkah pertama bagi developer, marketer, dan designer, serta inti dari pekerjaan Front-End Development. HTML adalah singkatan dari HyperText Markup Language, merupakan kerangka dari semua halaman web, serta menyediakan struktur untuk konten yang muncul di website, seperti gambar, teks, atau video.",https://mydigilearn.id/courses/477/introduction-to-html
954,Secure Coding,"<span>""Secure coding adalah praktek pengembangan perangkat lunak yang berfokus pada pencegahan terhadap kelemahan dan kegagalan keamanan dari awal proses desain hingga tahapan implementasi kode. Tujuan dari secure coding adalah untuk menghasilkan aplikasi yang tidak hanya fungsional, tetapi juga bebas dari kelemahan keamanan yang dapat dieksploitasi oleh penyerang. Ini melibatkan penerapan serangkaian prinsip keamanan, teknik, dan alat-alat yang membantu dalam melindungi informasi dan integritas sistem.<br><br>Melalui course ini, peserta akan mampu:<br>1. Memahami pentingnya aspek keamanan dalam proses pembuatan aplikasi<br>2. Mengenali jenis-jenis ancaman terhadap keamanan aplikasi<br>3. Mengetahui bentuk-bentuk serangan pada aplikasi<br>4. Membuat security checklist sebagai parameter keberhasilan yang harus dicapai oleh tim development<br>5. Menguasai prinsip-prinsip Secure Coding beserta Best Practice-nya<br>6. Merencanakan perbaikan keamanan secara berkala""",https://mydigilearn.id/courses/954/secure-coding
166,Pengantar PT-1 dan Pelabelan,E - Learning ini membahas terkait dengan materi Pengantar PT-1 dan Pelabelan.Materi yang akan dibahas:<ol><li>Overview Pekerjaan FTTH</li><li>Instalasi dan Terminasi di ODP</li><li>Pelabelan ODP</li><li>Instalasi Segmen Drop</li><li>Pelabelan Kabel Drop</li><li>Instalasi Segmen Indoor</li></ol>,https://mydigilearn.id/courses/166/pengantar-pt-1-dan-pelabelan
532,Interactive Plotting & Web Dashboard,"<br><p class=""ql-align-justify"">Course ini merupakan lanjutan dari course Data Visualization in R. Materi yang akan dibahas meliputi basic syntax of dplyr, data cleansing, data wrangling, interactive plotting, data reshaping, building dashboard, publish flexdashboard, shiny web app, shiny dashboard framework dan deploy shiny to shinyapps. Peserta diharapkan dapat mengerti dan mampu membuat serangkaian plot interaktif dengan elemen visualisasi berdasarkan input dari pengguna, serta mampu menguasai teknik yang menambahkan interaktivitas ke sebuah dokumen R.",https://mydigilearn.id/courses/532/interactive-plotting-and-web-dashboard
812,MyTens Go Beyond for AM,"<span style=""color: rgb(0, 0, 0)"">MyTens Go Beyond adalah platform untuk user internal dalam melakukan pengelolaan <em><span style=""color: rgb(0, 0, 0)"">end-to-end customer from lead to cash</em><span style=""color: rgb(0, 0, 0)"">. User utama MyTens Go Beyond adalah Account Manager sebagai penunjang produktivitas dan membantu pengelolaan pelanggan. Pada course kali ini, akan dibahas mengenai pengenalan serta tutorial dari MyTens Go Beyond.",https://mydigilearn.id/courses/812/mytens-go-beyond-for-am
810,UX Roadmap,"<strong><span>Transfer Knowledge</strong><span> kali ini bersama para UX Designer, yaitu Muhammad Alif Chaeran, Irfan Gani Purwanda, Rahman Abdul Razak, Muhammad Ahsanul Mukmin dan Rafiandra Widhiansyah, akan mengupas tuntas mengenai<strong><span> UX Roadmap, </strong><span>simak sampai akhir untuk mengetahui apa itu UX Roadmap ya Telkomers!",https://mydigilearn.id/courses/810/ux-roadmap
164,Teknologi FTTx,"E - Learning ini membahas terkait dengan materi teknologi FTT
1. Implementasi FTTx di PT Telkom
2. Terminologi dalam FTTH dan Konfigurasi Jaringan FTTx
3. Perangkat Pasif FTTx",https://mydigilearn.id/courses/164/teknologi-fttx
577,Understanding Leadership Competency Level 4 (BP II),Understanding Leadership Competency for Future Position (BP II),https://mydigilearn.id/courses/577/understanding-leadership-competency-level-4-bp-ii
607,Corporate University Development Fundamental for BPOM,"<p style=""text-align: justify"">Kebutuhan akan adanya Corporate University ini semakin dirasakan mendesak karena adanya tantangan perubahan model bisnis dan juga perubahan generasi yang berkorelasi pada perubahan tipikal pembelajaran.<br><br>
Dalam perkembangannya Telkom CorpU telah dijadikan sebagai benchmark organisasi pelatihan yang tepercaya untuk meningkatkan performansi bisnis di kalangan lembaga pemerintah maupun lembaga swasta. Pada E-Learning kali ini akan dipaparkan mengenai beberapa materi fundamental terkait dengan pembuatan Corporate University.
",https://mydigilearn.id/courses/607/corporate-university-development-fundamental-for-bpom
482,Security Awareness,"Halo Telkomers! Selamat Datang pada Mandatory Course Security Awareness. Course ini dirancang agar peserta mempunyai wawasan mendasar terkait dengan keamanan meliputi keamanan informasi, keamanan identitas dan user access serta keamanan perangkat end user. Yuk kita mulai pembelajarannya!",https://mydigilearn.id/courses/482/security-awareness
488,Introduction to TOGAF,"Pada course ini, akan dipelajari mengenai dasar-dasar dari framework TOGAF",https://mydigilearn.id/courses/488/introduction-to-togaf
56,BUMN Academy - Quiz 1,Digital Behaviour &amp; Mindset Quiz 1,https://mydigilearn.id/courses/56/bumn-academy---quis-4
481,Product Owner,Video ini akan mempelajari 4 Chapter dalam Product Owner.,https://mydigilearn.id/courses/481/product-owner
475,From Business Model Generation to Invincible Company,"<span style=""color: rgb(0, 0, 0)"">Pada course ini, akan dipelajari mengenai mengapa perusahaan membutuhkan business model, bagaimana membuat business model, bagaimana mendesign value proposition, dan apa yang harus dilakukan agar business model relevan dan kompetitif.",https://mydigilearn.id/courses/475/from-business-model-generation-to-invincible-company
486,How to Develop Project Charter,"Pada course ini, akan dipelajari mengenai apa itu project charter dan bagaimana cara membuatnya",https://mydigilearn.id/courses/486/how-to-develop-project-charter
746,Digital Transaction,"Selamat datang di Video Learning Digital Transaction. Pada video learning ini, kita akan bersama-sama mengenal dan belajar mengenai Digital Transaction. Terdapat 6 bagian materi yang akan kita bahas, mulai dari mengapa hadir Digital Transaction di era kehidupan kita saat ini, apa itu Digital Transaction, hingga pengimplementasian digital transaction dalam lingkup nasional dan global serta apa yang bisa kita lakukan untuk mempersiapkan diri menyambut perkembangan digital transaction di masa depan. Pembelajaran pada video learning ini diharapkan mampu menambah wawasan dan pemahamanmu mengenai digital transaction. Selamat belajar!",https://mydigilearn.id/courses/746/digital-transaction
489,Business Model You for Individual Plan,"Pada course ini, akan dipelajari mengenai tools Business Model You untuk Individual Development Plan",https://mydigilearn.id/courses/489/business-model-you-for-individual-plan
487,Introduction to Financial Management,"Pada course ini, akan dipelajari mengenai dasar-dasar dari financial management",https://mydigilearn.id/courses/487/introduction-to-financial-management
504,Brevet Associate Project Management,Ujian Sertifikasi TCPMF,https://mydigilearn.id/courses/504/brevet-associate-project-management
190,Pre Test: Growth Mindset in Digital Era,Pre Test: Growth Mindset in Digital Era,https://mydigilearn.id/courses/190/pre-test:-growth-mindset-in-digital-era
493,Pengantar Broadband Service,Course Pengantar Broadband Service dirancang agar peserta mempunyai wawasan mendasar terkait pengertian Telekomunikasi dan Industri Telekomunikasi di Indonesia serta Network Sharing dalam Industri Telekomunikasi,https://mydigilearn.id/courses/493/pengantar-broadband-service
548,Introduction Software Testing in DevSecOps,"<br><p class=""ql-align-justify"">DevSecOps adalah singkatan dari pengembangan, keamanan, dan operasi, merupakan sebuah pendekatan budaya, otomatisasi, dan desain platform yang mengintegrasikan keamanan sebagai tanggung jawab bersama di seluruh siklus hidup TI. Introduction Software Testing in DevSecOps course ditujukan bagi peserta yang ingin mendapatkan pemahaman yang lebih dalam tentang DevSecOps vs DevOps and Workflow, Setup &amp; Preparations, Static Code Analysis, Automation in Build Process, Principle, Benefits &amp; Implementation, Process &amp; Tools, &amp; Responding Through the Pipeline",https://mydigilearn.id/courses/548/introduction-software-testing-in-devsecops
547,Classification in Machine Learning 2,"<br><p class=""ql-align-justify"">Course ini merupakan lanjutan dari course Classification in Machine Learning 1. Materi yang akan dibahas meliputi bayes theorem, laplace smoothing, text mining, decision tree, &amp; random forest Peserta dapat mempelajari penerapan hukum probabilitas, boosting, bootstrap aggregation, k-fold cross-validation, metode ensambling, dan berbagai teknik lainnya saat membangun beberapa algoritma machine learning yang paling banyak digunakan saat ini. Pelajari cara menambahkan performa ke model Anda menggunakan prinsip-prinsip matematis yang akan Anda pelajari dalam kursus ini.",https://mydigilearn.id/courses/547/classification-in-machine-learning-2
765,Mitratel induction Program,"Course ini merupakan bagian dari Onboarding Mitratel yang bertujuan untuk memberikan pembekalan kepada karyawan Mitratel, khususnya terkait pengetahuan organisasi dan pengetahuan pendukung dalam melaksanakan pekerjaan.",https://mydigilearn.id/courses/765/mitratel-induction-program
530,UI Fundamental,"<br><p class=""ql-align-justify"">Tujuan dari course UI Fundamental ini adalah untuk memberikan pengetahuan mengenai dasar-dasar User Interface yang meliputi aspek prinsip utama UI Design, prinsip Visual Design, Material Component dan Theming dalam membuat UI, pedoman mendesain UI, Scratch Design dan Prototype, serta penggunaan software Adobe XD dalam pembuatan UI. Dengan memahami dasar pengetahuan UI Fundamental ini, maka anda akan mendapatkan pemahaman mengenai apa yang perlu dilakukan ketika ingin membuat tampilan dari sebuah produk sehingga bisa membuat pengguna tertarik untuk menggunakannya.",https://mydigilearn.id/courses/530/ui-fundamental
678,Growth Mindset,"Growth Mindset merupakan salah satu kunci sukses utama di era digital, baik bagi individu maupun perusahaan. Pola pikir ini membantu individu untuk melangkah lebih jauh dan bertahan dalam perjalanan serta rintangan yang dihadapi.Pada pathway Growth Mindset ini, kamu akan memahami apa dan bagaimana membangun dan melatih growth mindset dan mengimplementasinya di kehidupan. Growth mindset akan dapat kamu pahami melalui learning pathway ini dengan seluruh rangkaian yang ada, mulai dari materi baca, video learning, hingga quiz. Selamat belajar!",https://mydigilearn.id/courses/678/growth-mindset
560,Post Test Growth Mindset Overview,,https://mydigilearn.id/courses/560/post-test-growth-mindset-overview
562,Post Test How to Build Growth Mindset,,https://mydigilearn.id/courses/562/post-test-how-to-build-growth-mindset
606,eMployee Information Security Awareness (MISCA) - Indonesia Version,"<p class=""ql-align-justify"">Halo! Selamat Datang pada Pathway eMployee Information Security Awwareness (MISCA). Pathway ini akan mengajak rekan-rekan semua untuk Meningkatkan kesadaran tekait keamanan informasi, praktek keamanan informasi yang baik dan kebijakan yang membantu mencegah penyalahgunaan serta perubahan informasi dan data yang sensitif.",https://mydigilearn.id/courses/606/employee-information-security-awareness-misca-indonesia-version
772,Understanding Growth Mindset & Agile Mindset,"Growth Mindset dan Agile Mindset merupakan salah satu kunci sukses utama di era digital, baik bagi individu maupun perusahaan. Pola pikir ini membantu individu untuk menghadapi tantangan yang ada dalam transformasi bisnis dan bertahan serta berdaya saing tinggi. Pada pembelajaran ""Understanding Growth Mindset &amp; Agile Mindset"" ni, kamu akan memahami apa dan bagaimana membangun dan melatih growth mindset serta agile mindset dan mengimplementasinya di kehidupan pekerjaan sehari-hari.<br>Pada pembelajaran ini, kamu akan melalui serangkaian konten pembelajaran, mulai dari materi baca, video learning, hingga Pre Test dan Post Test sebagai media evaluasi pembelajaran. Selamat belajar!",https://mydigilearn.id/courses/772/understanding-growth-mindset-and-agile-mindset
734,Intrapreneurship Fundamental,"Digital talent harus memiliki dasar dan prinsip yang kuat terkait mindset dan kemampuan untuk bisa sukses di era digital! Pada pembelajaran ini, kamu akan mempelajari mengenai pola pikir dan perilaku digital. Selamat belajar!",https://mydigilearn.id/courses/734/intrapreneurship-fundamental
484,Let's Bring AKHLAK to Life,"<style type=""text/css"">
   .justify { text-align: justify;}
</style>
<p class=""justify"">Pelatihan Let's Bring AKHLAK to Life ini dirancang secara khusus untuk meningkatkan pemahaman mengenai pentingnya internalisasi Core Values AKHLAK serta pengukurannya guna perbaikan yang berkelanjutan. Selain itu, pada pelatihan ini peserta juga akan mempelajari tentang 6 area fokus perusahaan dalam menjalankan bisnisnya sebagai bagian dari internalisasi Core Values AKHLAK.
<br>
<br>
Tentunya, pelatihan ini menjadi penting agar peserta dapat menerapkan Core Values AKHLAK dalam keseharian sehingga dapat mewujudkan keberlangsungan pertumbuhan perusahaan.",https://mydigilearn.id/courses/484/let's-bring-akhlak-to-life
476,Scrum Master,"Video ini akan mempelajari agile software development  menggunakan metode scrum, diharapkan setelah pembelajaran melalui video ini, peserta mendapat pemahaman dasar tentang scrum atau agile software development menggunakan metoda scrum.",https://mydigilearn.id/courses/476/Scrum-Master
524,Assessment AM DES - Track 2,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/524/assessment-am-des-track-2
526,Assessment AM DES - Track 4,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/526/assessment-am-des-track-4
802,Basic Communication Skill,"Pada course ini akan dijelaskan mengenai dasar-dasar dari komunikasi, mulai dari berbagai jenis komunikasi serta bentuknya, hambatan dalam komunikasi dan bagaimana mengatasinya, hingga bagaimana melatih teknik vokal.",https://mydigilearn.id/courses/802/basic-communication-skill
478,Beginner's Guide to Manage a Project,"Pada course ini, akan dipelajari mengenai dasar-dasar dari project management",https://mydigilearn.id/courses/478/beginner's-guide-to-manage-a-project
613,Risk Management,"<p style=""text-align: justify"">Dalam upaya untuk meningkatkan kompetensi dan penyeragaman pemahaman karyawan di bidang risk management, maka perlu pemahaman mengenai konsep dasar manajemen risiko beserta implementasinya untuk memberikan gambaran umum atas proses manajemen risiko dalam pelaksanaan tugas di Unit Kerja Perusahaan sesuai tahapan pada ISO 31000:2018. Dengan begitu, peserta dapat menyajikan kesimpulan risiko dalam suatu periode tertentu pada kegiatan di Unit Kerja Perusahaan.",https://mydigilearn.id/courses/613/risk-management
485,HC Strategic Business Management,"Pada course ini, akan dipelajari mengenai HC Strategic Business Management",https://mydigilearn.id/courses/485/hc-strategic-business-management
498,Classification in Machine Learning 1,"<p style="" text-align: justify"">",https://mydigilearn.id/courses/498/classification-in-machine-learning-1
505,Brevet Associate Project Management,Ujian Sertifikasi TCPMF,https://mydigilearn.id/courses/505/brevet-associate-project-management
1012,Standardisasi Chapter Data Science & AI Q3 2023 - Data Analyst	,<span>Pembelajaran ini bertujuan membantu para talent Chapter Data Science &amp; AI (DSC) dengan role Data Analyst dalam memahami standarisasi yang telah ditetapkan oleh Chapter Management dalam rangka memberikan gambaran kepada mengenai peran dan tugas yang akan dijalankan di Chapter DSC.<br><br>Standarisasi untuk role Data Analyst berisi tentang Data Tracking<br>,https://mydigilearn.id/courses/1012/standardisasi-chapter-data-science-and-ai-q3-2023-data-analyst
506,Brevet Associate Project Management,Ujian Sertifikasi TCPMF,https://mydigilearn.id/courses/506/brevet-associate-project-management
